0.884615384615385,5,0.895104674318964
1,3,0.999999751765007
0.916666666666667,5,0.9242421527354
0.96,4,0.963636096783746
0.958333333333333,7,0.962120895363017
1,5,0.999999737443757
1,6,0.999999734957429
0.956521739130435,3,0.960474072207331
0.851851851851852,5,0.865319612487928
0.961538461538462,3,0.965034732314659
1,7,0.999999689706258
0.961538461538462,7,0.965034583134975
0.956521739130435,3,0.960474085698363
1,6,0.999999725509382
0.96,5,0.96363611540137
0.961538461538462,4,0.965034708445909
1,6,0.999999728492976
1,6,0.99999973147657
0.962962962962963,7,0.966329615812962
1,7,0.999999689706258
1,5,0.999999689706258
1,6,0.999999683739071
1,6,0.99999971843716
0.956521739130435,6,0.960474018243202
0.923076923076923,4,0.930069697349624
0.961538461538462,6,0.965034702478722
0.96,5,0.963636109195495
0.925925925925926,8,0.932659651097093
1,7,0.999999767279694
1,6,0.999999650919541
